supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,State
 EnviroKinetics , Henry Seal ,"4701 Arrow Hwy., #B, Montclair, CA, 91763",909-621-7599,envirokinetics.com,HSeal@EnviroKinetics.com,Automation Controls,California
 Environment OneCorporation , George Vorsheim ,"2773 Balltown Rd., Niskayuna, NY, 12309",518-346-6161,eone.com,eone@worldnet.att.net,Automation Controls,Newyork
 ETG Risorse eTecnologia S.r.l. , S Miccich ,"Via P. Carpignano 23, Montiglio, 10426",+39 0141.99.49.05,etgrisorse.com,s.micciche@etgrisorse.com,Automation Controls, 
 Eurotherm Controls , Ken Bowles ,"741-F Miller Drive, Leesburg, VA, 20176",703-443-0000,eurotherm.com,info@petropages.com,Automation Controls,Virginia
 Evco , Inda Wendt ,"20067 Hiawatha Street, Chatsworth, CA, 91311",818 832 5320,None,evco@gte.net,Automation Controls,California
 EWA Technologies , Rita Bellini-Goetze ,"13873 Park Center Road, Herndon, VA, 20171",703-904-5019,ewatech.com,rgoetze@ewa.com,Automation Controls,Virginia
 FEDD Systems , Tedra Bird ,"600 Kenrick Ste. E-1, Houston, Texas, 77060",281.353.1777,feddsystems.com,tbird@feddsystem.com,Automation Controls,Texas
 Feige FillingTechnology , Douglas Postek ,"18225A Flower Hill Way, Gaithersburg, MD, 20879",301-990-6070,feige.com,info@feigeusa.com,Automation Controls, 
 Femex Instruments , Felix Florentino ,"19615  Cotton Creek, Tomball, TX, 77375",281-516-9708,None,femex.instruments@pdq.net,Automation Controls,Texas
 Festo Corporation , Pat Barry ,"395 Moreland Road, Hauppauge, NY, 11788",631-435-0800,festo-usa.com,pat_barry@festo.com,Automation Controls,Newyork
 Fike Corporation , Nancy Graham ,"704 South 10th Street, P O Box 610, Blue Springs, MO, 64015",816-229-3405,fike.com,marketing@fike.com,Automation Controls, 
 Fisher-RosemountPetroleum , Antonio Toro ,"4910 Wright Road, Ste. 100, Stafford, TX, 77477",281-240-0701,None,info@petropages.com,Automation Controls,Texas
" Flomec, Inc. -SouthportIndustrial Park ", Ron Evins ,"10815 Trade Road, P.O. Box 35610, Richmond, VA, 23235-0610",804-794-6300,flomec.com,flomecinc@aol.com,Automation Controls,Virginia
 Floridafilters.com , Leo Saito ,"3450 East Lake Rd., Suite 206, Palm Harbor, FL, 34685",877-787-3115,floridafilters.com,leosaito@floridafilters.com,Automation Controls,Florida
 Flotec Services , ,"200 Union Bower Court, Suite 210, Irving, TX, 75061",972-554-6199,adec-flotec.com,sales@floteccorp.com,Automation Controls,Texas
 Flow Line OptionsCorp , Dave Grumney ,"471 E. Bergey St. Wadsworth, OH 44281",877.356.5463,flo-corp.com,sales@flo-corp.com,Automation Controls, 
" Flow Technology,Inc. ", ,"4250 East Broadway Road, Phoenix, AZ, 85040",602-437-1315,ftimeters.com,ftimarket@ftimeters.com,Automation Controls, 
 FMC Energy Systems- Fluid ControlDiv. , Jill Mitchell ,"3205 South Everett, Sand Springs, OK, 74063",281-591-4166,fmcenergysystems.com,jille.mitchell@fmcti.com,Automation Controls,Oklahoma
 FMC Invalco -Fluid ControlDivision , Nadia Navab ,"6677 N. Gessner, Houston, TX, 77040",281-591-4166,fmcinvalco.com,nadia.navab@fmcti.com,Automation Controls,Texas
 FMC MeasurementSolutions , Kathy Knight ,"1602 Wagner Ave., Erie, PA, 16514",814-898-5365,measurementsolutions.com,kathy_knight@fmc.com,Automation Controls,Pennsylvania
 Forbes Marshall , Vikas Gandhi ,"Bombay Poona Road, Kasarwadi, Pune, Maharashtra, 411003",-7124424,forbesmarshall.com,vjg@spirax.ernet.in,Automation Controls, 
 Forney Corporation , Patty Pendell ,"3405 Wiley Post Road, Carrollton, TX, 75006",972-458-6100,forneycorp.com,eric.fournier@forneycorp.com,Automation Controls,Texas
" Gala Industries,Inc. ", Barbara Noel ,"181 Pauley Street, Eagle Rock, VA, 24085",540-884-2589,gala-industries.com,bnoel@gala-industries.com,Automation Controls,Virginia
 Gamas ElectricLtd. , Tony Reilly ,"Unit A1 Block 9A Blantrye Ind., Est., Glasgow, Scotland, G72 OUH",44+1698328590,None,gamas@cwcom.net,Automation Controls, 
" GARZO,Incorporated ", Thomas Pafford ,"4430 Steffani, Houston, TX, 77041",713-466-8679,garzoproducts.com,tmpafford@garzoproducts.com,Automation Controls,Texas
 Gauging SystemsInc. (GSI) , John Hoben ,"910 Industrial Blvd., Suite A, Sugar Land, Texas, 77478",281-980-3999,gaugingsystemsinc.com,gsihoutx@msn.com,Automation Controls,Texas
 Gaumer Company Inc , Jay McClanahan ,"13616 Hempstead Road, Houston, TX, 77040",713-460-5200,gaumer.com,sales@gaumer.com,Automation Controls,Texas
 GAYESCO , Scott Coots ,"2859 WESTSIDE DRIVE, PASADENA, TX, 77502-4823",713-941-8540,gayesco.com,mstrebel@gayesco.com,Automation Controls,Texas
 GE Supply , Cheryl Cantrell ,"6901 W. Tidewell, Houston, TX, 77092",713-939-5174,None,info@petropages.com,Automation Controls,Texas
" Gefran ISI, Inc. ", Mark Caldwell ,"8 Lowell Avenue, Winchester, MA, 1890",888-888-4474,industrial-sensors.com,isi@industrial-sensors.com,Automation Controls,Massachusetts
" Gekko, Inc. ", Eric Gadin ,"2615 Waugh Drive, Suite 117, Houston, TX, 77006",713-527-9912,gekko-inc.com,gekko@gekko-inc.com,Automation Controls,Texas
" GeneralCybernation Group,Inc. ", Dennis Stettner ,"3320 Data Drive, MS 100, Rancho Cordova, CA, 95670",916-631-6313,cybosoft.com,dstettner@cybosoft.com,Automation Controls,California
 General MarineLeasing , Eric Nungesser ,"P.O.Box 187, Belle Chasse, LA, 70037",504-394-1155,ptigroup.com,ericn@gmlgroup.com,Automation Controls,Louisiana
 GenericElectronics , Glenn Gibson ,"441 North Briery Rd., Irving, TX, 75061",972-790-2009,None,dgglenn@hotmail.com,Automation Controls,Texas
 Geo SpaceCorporation , Tim Allmendinger ,"7334 N. Gessner, Houston, TX, 77040",713-939-7093,geospacecorp.com,tallmendinger@geospacelp.com,Automation Controls,Texas
 Gerhardt , Randall Nunmaker ,"P.O. Box 10161, Jefferson, LA, 70181",713-789-8860,gerhardts.com,randelln@gerhardts.com,Automation Controls,Louisiana
 GLAMOX/ MariTeamUSA , Jim Darby ,"9000 Clay Road, Suite 104, Houston, TX, 77080",713-690-8383,glamox-international.com,jdarby@mariteamusa.com,Automation Controls,Texas
" Gordon InstrumentsLabs, Inc. ", Wayne Boley ,"1405 North First Street, Chillicothe, IL, 61523",309-274-3143,dairyinstruments.com,gilco@mtco.com,Automation Controls,Illinois
 Great PlainsIndustries - FuelProd. Div , Russ Lange ,"5252 East 36th Street North, Wichita, KS, 67220-3205",316-686-7361,gpi.net,rlange@gplains.com,Automation Controls,Kansas
 Great PlainsIndustries-Instrumentation , Marque Peer ,"5252 East 36th Street North, Wichita, KS, 67220-3205",316-686-7361,gpi.net,mpeer@gplains.com,Automation Controls,Kansas
" GSE Systems, Inc. ", Cheryl Michael ,"1332 Londontown Blvd., Suite 200, Sykesville, MD, 21784",410-970-7800,gses.com,process@gses.com,Automation Controls, 
 GSI Cellular , John Hoben ,"910 Industrial Blvd. Suite A, Sugar Land, TX, 77478",281-980-0388,gsicellular.com,gsihoutx@msn.com,Automation Controls,Texas
 Gutor ElectronicsLtd. , Tilden Smith ,"12319 Piping Rock Dr., Houston, TX, 77077",281-531-6812,None,tsmith@apcc.com,Automation Controls,Texas
 Halsted & HogganInc. , Gayle Halsted ,"935 Santa Fe Avenue, Los Angeles, CA, 90021",213-623-1248,pumpspecialists.com,tghalsted@pumpspecialists.com,Automation Controls,California
 HamworthyCombustion Engr.Australasia , Stephen Gimblett ,"Unit 14 No. 5 Hudson Ave., Castle Hill (Sydney), Nsw, 2154",61-2-96341788,com.au,combustion@hamworthy.com.au,Automation Controls, 
None,None,None,None,None,None,Automation Controls, 
" Hanover TechnicalSales, Inc. ", Don Lovett ,"P.O. Box 70, Battery Park, VA, 23304",757-357-2677,empowercompany.com,hanover@visi.net,Automation Controls,Virginia
" Hardy Instruments,Inc ", Donna Sinclair ,"3860 Calle Fortunada, San Diego, CA, 92123-1825",858-278-2900,hardyinst.com,info@hardyinst.com,Automation Controls,California
 Hatfield & Co , Linda Jennings ,"11922 Cutten Road, Houston, TX, 77066",281-893-8870,hatfieldandcompany.com,ljennings@hatfieldandcompany.com,Automation Controls,Texas
 Hawk Motors Sales , Quentin Ponder ,"4100-A Nine McFarland Drive, Alpharetta, GA, 30004",770-740-8838,hawkmotors.com,info@hawkmotorssales.com,Automation Controls,Georgia
 HD Communications , Don Davis ,"1 Comac Loop, Ronkonkoma, NY, 11779",888-588-3800,hdcom.com,sales@hdcom.com,Automation Controls,Newyork
 Hebeler Corp. , Peter Coleman ,"2000 Military Road, Tonawanda, NY, 14150",716-873-9300,hebeler.com,pcoleman@hebeler.com,Automation Controls,Newyork
" Hoffer FlowControls, Inc. ", John Gannon ,"107 Kitty Hawk Lane, Elizabeth City, NC, 27906-2145",919-331-1997,hofferflow.com,JFG@hofferflow.com,Automation Controls,North Carolina
" HollingsworthEquipment, Inc. ", Bill Manbeck ,"2121 W. Governors Circle, P.O. Box 920899, Houston, TX, 77292-0899",713-681-4811,None,heihou@flash.net,Automation Controls,Texas
 Holman BoilerWorks Inc , Gary Persichini ,"1956 Singleton Blvd., Dallas, TX, 75212",214-637-0020,HolmanBoiler.com,hbw@hbw-inc.com,Automation Controls,Texas
 HolmesDistributors , Mark Whitney ,"216 Riverside Industrial Pkwy, Portland, ME, 4103",207-797-9466,holmesdist.com,markw@holmesdist.com,Automation Controls, 
 Honeywell , John Oyen ,"8440 Westglen Drive, Houston, TX, 77063",713-780-6525,None,info@petropages.com,Automation Controls,Texas
 Hope TechnicalServices , Glen Shepard ,"P.O. Box 631128, Houston, TX, 77263",281-759-8228,None,info@petropages.com,Automation Controls,Texas
" Hormann America,Inc. ", Efraim Petel ,"815 Arnold Drive #9, Martinez, CA, 94553",925-228-2152,hormannamerica.com,support@hormannamerica.com,Automation Controls,California
" Houston DigitalInstruments, Inc. ", Adriana Gentilini ,"4130 Directors Row, Houston, TX, 77092",713-688-8555,houstondigital.com,agentilini@houstondigital.com,Automation Controls,Texas
 Houston Motor andControl , Randy Smith ,"P.O.Box 19964, Houston, TX, 77224",713-464-3910,motor-hmc.com,sales@motor-hmc.com,Automation Controls,Texas
 HSDE Inc. , Hal Pontez ,"14900 Woodham Drive, Suite A-130, Houston, TX, 77073",281-821-8448,vtcontrols.com,info@petropages.com,Automation Controls,Texas
 Hubbell IndustrialControls , Terry Jopko ,"50 Edwards St., Madison, OH, 44057",440-428-1161,hubbell-icd.com,Tjopko@hubbell-icd.com,Automation Controls,Ohio
 Huston IndustrialSales , Steve Luiken ,"35 Pennwood Place, Warrendale, PA, 15086",724-935-5666,hustonind.com,steve@hustonind.com,Automation Controls,Pennsylvania
" HVAC PortableSystems, Inc. ", Sales Department ,"#40 Southbelt Industrial, Houston, TX, 77047",713-413-4200,hvacportablesystems.com,info@hvacportablesystems.com,Automation Controls,Texas
 HVS PROCESS , Yves Sinzot ,"2 rue Ren Laennec, Taissy, France, 51500",+33(0)326-82-49,hvsprocess.com,y.sinzot@hvsprocess.com,Automation Controls, 
 HYDACInternational , Brian Moretz ,"HYCON Division, 2280 City Line Road, Bethlehem, PA, 18017",610-266-0100,hydacusa.com,sales@hydacusa.com,Automation Controls,Pennsylvania
 HydraquipCorporation , Richard Neels ,"P.O.Box 925009, Houston, TX, 77292",713-680-1951,hydraquip.com,rneels@hydraquip.com,Automation Controls,Texas
" Hydropro, Inc. ", Carroll Williams ,"1346 S Killian Drive, Lake Park, FL, 33403",561-848-6788,hydropro.com,rcwilliams@hydropro.com,Automation Controls,Florida
 Image Vision , Dave Renfro ,"P.O. Box F, La Grange, TX, 78945",888-664-6762,imagevisioninc.com,daverenfro@grace-eng.com,Automation Controls,Texas
 ImpactTechnologies LLC , Greg Kacpriynski ,"125 Tech Park Drive, Rochester, New York, 14623",716-424-1990,impact-tek.com,mark.redding@impact-tek.com,Automation Controls, 
" INDEX Sensors &Controls, Inc. ", Stephen J. Goldberg ,"12335 134th Ct. NE, Redmond, WA, 98052",206-814-2811x255,indexx.com,steveg@idxsensor.com,Automation Controls,Washington
 IndustrialAutomationPartners BV , Jeroen Mol ,"Gyroscoopweg 23, Amsterdam, NH, 1042 AC",+31 (0)20 4472777,iapbv.nl,office@iapbv.nl,Automation Controls, 
 IndustrialAutomationTechnology , Ted Spearin ,"7146 W. Candelaria Drive, Glendale, AZ, 85310-5694",281.957.0048,None,iat@askiat.com,Automation Controls, 
 IndustrialControls , Mark Abraham ,"1776 Bloomsbury Ave., Asbury Park, NJ, 7712",732-918-9000,indcontrols.com,mabraham@icdmail.com,Automation Controls,New Jersy
 IndustrialEquipment Co. , Eugene Arp ,"6831 Navigation Blvd., Houston, TX, 77011",713-928-3181,None,indeco@hti.net,Automation Controls,Texas
 IndustrialInstruments Co. , Ricky Martin ,"5810 Wade Rd., Baytown, Texas, 77521",800-869-0965,None,info@petropages.com,Automation Controls,Texas
" Industrial Meters& Equipment Co.,Inc. ", David Lee ,"1118 N. Main, Ste. 2-I, Pearland, TX, 77581-2200",281-485-3497,None,dalee@ev1.net,Automation Controls,Texas
 IndustrialPrecision Products , Anup Gupta ,"Industrial Precision Products, Calcutta, West Benga, 700001",238-6009,None,ippatul@hotmail.com,Automation Controls, 
" Industrial ProcessControls, Inc. ", Rich Holden ,"985 Cordova Station Avenue, Suite 101, Memphis, TN, 38018",901-737-8344,IPCMemphis.com,rholden@ipcmemphis.com,Automation Controls,Tennessee
 Industrial Pumps &Compressors , Greg Rossel ,"275 Elk Trail, Carol Stream, IL, 60188",630-221-0700,industrialpumps.com,sales@industrialpumps.com,Automation Controls,Illinois
 IndustrialReadyship , Beth Rose ,"215 Wrightwood Avenue, Elmhurst, IL, 60126",630-834-2200,readyship.com,rs_sales@readyship.com,Automation Controls,Illinois
 IndustrialScientificCorporation , Chris Lange ,"1001 Oakdale Road, Oakdale, PA, 15071-1500",412-788-4353,indsci.com,info@indsci.com,Automation Controls,Pennsylvania
" InfinityConstructionServices, LP ", Jerry D. Monical ,"2301 S. Battleground, LaPorte, TX, 77571",281-476-3131,infinitycs.us,jdmonical@inf-grp.com,Automation Controls,Texas
" Innovative ControlSystems, Inc. ", Olga Kuperman ,"26 Corporate Drive, Clifton Park, NY, 12065",518-383-8078,icsworldwide.com,techinfo@icsworldwide.com,Automation Controls,Newyork
 InnovativeControls Solutions , Gary Hatley / Bill Downs ,"9419 CR 865, Princeton, TX, 75407",512-471-9333,icstexas.com,gphatley@icstexas.com,Automation Controls,Texas
 InterconnectTele-communications Corp. , Jerry McMillan ,"33635 Ansley Road, Magnolia, TX, 77355--381",281-356-8121,None,info@petropages.com,Automation Controls,Texas
 InterfaceElectronics Pvt.Ltd. , C. B. Ramesh ,"19 Nana Street, T Nagar, Chennai, Tamilnadu, 600 017",-4347246,geocities.com,ife@vsnl.com,Automation Controls, 
 Invensys Triconex , Tom Bailey ,"17146 Feathercraft Lane, Suite 100, Webster, TX, 77598",281-709-1234,triconex.com,tom.bailey@ips.invensys.com,Automation Controls,Texas
 Ionics AgarEnvironmental , Rick Panorese ,"65 Grove Street,, Watertown, MA, 02472-2882",617-926-2500,leakwise.com,contact@leakwise.com,Automation Controls,Massachusetts
 IoWave , Jim Bell ,"1010 Wisconsin Ave. NW, Suite#215, Washington, DC, 2007",202-333-9283,iowave.com,jbell@iowave.com,Automation Controls,Washington
" ISC Sales,Incorporated ", Andy Cohen ,"4016 West Plano Parkway, Suite 120, Plano, TX, 75093",972-964-2700,iscsales.com,info@iscsales.com,Automation Controls,Texas
 ITT Industries , Douglas Boiley ,"11413 Todd Street, Houston, TX, 77055-1397",713-682-1291,None,jkoch@fluids.ittind.com,Automation Controls,Texas
 J. R. Kickliter , J. R. Kickliter ,"3304 Sunrise, Laporte, TX, 77571",281-471-1480,None,info@petropages.com,Automation Controls,Texas
" J4 Fluid Handling,Inc ", Dirk Joubert ,"6820 Meadowridge Court, Suite B-5, Alpharetta, GA, 30005",770-205-4401,j4.net,dirk@j4.net,Automation Controls,Georgia
 Jay IndustrialTechnologies Group , Michael Zajo ,"555 N. Wayne Ave., Cincinnati, OH, 45215",800-543-1788,jayindustrial.com,eCommerce@JITG.com,Automation Controls,Ohio
" Jetco MeterServices, Inc ", Ronnie Gilbert ,"P.O. Box 1412, Baytown, TX, 77522",281-433-9381,petropages.com,jetcometer@comcast.net,Automation Controls,Texas
" John H. CarterCo., Inc. ", Robert Smith ,"2728 North Amoult Rd., Metarie, LA, 70002",504-887-8550,johnhcarter.com,bruce.lowrey@johnhcarter.com,Automation Controls,Louisiana
" Johnson Controls,Inc. ", Bryan Galetano ,"4150 Freidrich Lane, Suite H, Austin, TX, 78744",512-441-7460,johnsoncontrols.com,bryan.d.galetano@jci.com,Automation Controls,Texas
 Johnson-YokogawaCorp./Dixon Engine , Sales Manager ,"4580 South Wayside, Houston, TX, 77087",713-644-8052,None,info@petropages.com,Automation Controls,Texas
 Jola Ltd. , Ron Buckland ,"Springfield Works, LLoyd Street, Hopwood, Heywood, Lancs, OL10  2BP",0044-1706-366339,jola-info.de,ron.bjola@tinyworld.co.uk,Automation Controls, 
 Just Controls , Ingrid Stalvey ,"1230 Doubling Gap Road, Newville, PA, 17241",717-776-2276,earthlink.net,justcontrols@earthlink/net,Automation Controls,Pennsylvania
 K-Tron , Nora Ashmen ,"Routes 55 & 553, Pitman, NJ, 8071",856-256-3265,ktron.com,nashmen@ktron.com,Automation Controls,New Jersy
 Kaeser CompressorsInc , Angela Kelly ,"P.O. Box 946, Fredericksburg, VA, 22404",540-710-2913,kaesercompressors.com,kaeser2@kaeser.com,Automation Controls,Virginia
 Kaman IndustrialTechnologies Corp. , Rick Walton ,"6060 South Loop East, Suite 216, Houston, TX, 77033",713-734-4500,kaman-ind-tech.com,htx005-kit@kaman.com,Automation Controls,Texas
 KCS EnvironmentalCorp. , Bob Kelley ,"P.O. Box 310, Scottsville, TX, 75688",903-935-3887,geocities.com,kcsecorp2000@yahoo.com,Automation Controls,Texas
" Kemp Instruments,Inc. ", Richard Rees ,"10900 Brittmore Park Dr. , Ste. K, Houston, TX, 77041",713-466-1465,None,info@petropages.com,Automation Controls,Texas
 Knowledgescape , Mike McDonald ,"and Expert Control, 303 East South Temple, Salt Lace City, UT, 84111",801-526-2725,kscape.com,mike.mcdonald@bakerhughes.com,Automation Controls, 
" KOBOLDInstruments, Inc. ", Dave Shedlock ,"1801 Parkway View Drive, Pittsburgh, PA, 15205",412-788-2830,koboldusa.com,mjanco@koboldusa.com,Automation Controls,Pennsylvania
" Kro-Magnum, LTD ", Rick Poston ,"P.O. Box 578, Kennesaw, GA, 30144",770-975-3123,kro-magnum.com,kromag@mindspring.com,Automation Controls,Georgia
 Kundinger ," James A. Ward, Jr. ","1771 Harrmon Road., Auburn Hills, MI, 48326",248-391-6100,kundinger.com,jward@kundinger.com,Automation Controls, 
" Lasser, Inc. ", John Vance ,"6850 Manhattan Blvd Suite 206, Ft. Worth, TX, 76120",4058424010,lasser.com,john@lasser.com,Automation Controls,Texas
 LED Controls , David Allen ,"10 Kenyon Rd, Lomeshaye Indistrial Estate, Nelson, Lancashire, BB9 5SP",01282-690983,co.uk,sales@led-controls.co.uk,Automation Controls, 
 Leeds & Northrup , Jane Markell ,"795 Horsham Road, Horsham, PA, 19044-8010",215-442-8000,None,info@petropages.com,Automation Controls,Pennsylvania
 LincolnContracting &Equipment , Shahira Hoffman ,"2478 Lincoln Highway, Stoystown, PA, 15563",800-229-5205,lceci.com,skh@jjbodies.com,Automation Controls,Pennsylvania
" LMI Components,Inc. ", David Asseraf ,"1181 South Rogers Circle Unit# 30, Boca Raton, FL, 33487",561-994-5896,lmicorp.com,d1812@yahoo.com,Automation Controls,Florida
" Lonestar PrestressMfg., Inc. ", Leo Rowe ,"9316 Reid Lake, Houston, TX, 77064",713-896-0994,lonestarprestress.com,lrowe@lonestarprestress.com,Automation Controls,Texas
